person_id,loan_id,cb_id,person_id,person_age,person_income,person_home_ownership,person_emp_length,loan_id,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_id,cb_person_default_on_file,cb_person_cred_hist_length
HkIcCbuI-Mse4,KCUmdK79-EahS,YW6alfuR-PyoJ,HkIcCbuI-Mse4,27,65000,Rent,12,KCUmdK79-EahS,Medical,C,5000,13.99,0,0.08,YW6alfuR-PyoJ,Y,7
aHW44qwN-0PAf,yqfS6bOd-5iXn,I6a09HgA-dELK,aHW44qwN-0PAf,25,65000,Own,9,yqfS6bOd-5iXn,Personal,C,7000,11.66,0,0.11,I6a09HgA-dELK,Y,4
BfqMJnJo-B9iz,XuBx9DP2-aXFz,ZPk2D4BZ-zuzD,BfqMJnJo-B9iz,39,170000,Rent,9,XuBx9DP2-aXFz,Debtconsolidation,C,17000,12.99,0,0.1,ZPk2D4BZ-zuzD,N,14
IqeFL5Pf-BLYM,0aEhMG47-XTWT,Pz1NXlKU-kI40,IqeFL5Pf-BLYM,24,82000,Other,2,0aEhMG47-XTWT,Personal,A,14700,9.63,0,0.18,Pz1NXlKU-kI40,N,3
F0LoCesU-xNHi,T6ttQQ0B-YUSs,13rZu0yi-Ghov,F0LoCesU-xNHi,27,48000,Rent,9,T6ttQQ0B-YUSs,Debtconsolidation,C,14000,13.79,1,0.29,13rZu0yi-Ghov,N,10
r5QXlDPl-jfIu,otI1z2pd-Whqd,Rk3auctZ-6AHl,r5QXlDPl-jfIu,33,70000,Mortgage,0,otI1z2pd-Whqd,Debtconsolidation,C,3000,13.57,0,0.04,Rk3auctZ-6AHl,Y,9
g4LyHtN2-OKOf,z2wHBm5a-6Oxa,EYLRCNLF-5Tfk,g4LyHtN2-OKOf,31,84000,Mortgage,2,z2wHBm5a-6Oxa,Education,D,10400,14.96,0,0.12,EYLRCNLF-5Tfk,N,7
vjpH24B8-kkTP,MOtcBFeZ-Grla,JHNXyE3y-ykoF,vjpH24B8-kkTP,NULL,35000,Own,6,MOtcBFeZ-Grla,Medical,B,10000,16,1,NULL,JHNXyE3y-ykoF,Y,13
NAAt97Ma-F5FJ,RHz1K4t0-fGl3,RroZY7Xk-RM0W,NAAt97Ma-F5FJ,30,NULL,,2,RHz1K4t0-fGl3,Venture,C,1000,14.27,0,0.01,RroZY7Xk-RM0W,Y,2
k5hGH3bX-GE5B,TpRHL9U1-WIiW,TcaHvByB-jRce,k5hGH3bX-GE5B,23,45000,Rent,2,TpRHL9U1-WIiW,Personal,B,14500,10.36,1,0.32,TcaHvByB-jRce,N,4
zYntcIcw-Szla,oy1zASvo-Fq9c,PNbelwT3-MNRj,zYntcIcw-Szla,27,29000,Rent,4,oy1zASvo-Fq9c,Personal,A,9750,7.51,1,0.34,PNbelwT3-MNRj,N,6
F50d5Bth-7gq5,RJxyllJf-ycv1,I7KJr01J-5OMF,F50d5Bth-7gq5,23,61000,Rent,3,RJxyllJf-ycv1,Personal,A,4200,6.03,0,0.07,I7KJr01J-5OMF,N,4
UXoOKh8a-aYmf,JywwFeJM-AY5v,DmY7GDNP-hr2h,UXoOKh8a-aYmf,27,60000,Rent,2,JywwFeJM-AY5v,Venture,B,9200,12.42,0,0.15,DmY7GDNP-hr2h,N,7
iFyyKflq-T57a,6Kz0vT8X-HCaI,m9T8XAYE-U76y,iFyyKflq-T57a,24,25000,Rent,0,6Kz0vT8X-HCaI,Medical,D,6950,14.42,1,0.28,m9T8XAYE-U76y,Y,3
6xhejeBw-01I3,YNk66RWl-m0S8,WjA8Aj5Y-B54e,6xhejeBw-01I3,37,125000,Mortgage,1,YNk66RWl-m0S8,Homeimprovement,A,8000,9.32,0,0.06,WjA8Aj5Y-B54e,N,15
tEKC76id-k9NQ,jU7llGc7-EzgF,sFeWzZU3-3Lpa,tEKC76id-k9NQ,26,100000,Mortgage,5,jU7llGc7-EzgF,Debtconsolidation,B,24000,10.99,0,0.24,sFeWzZU3-3Lpa,N,4
ED2MTjhM-Cdnp,K1yd7Mqg-frKN,tOPHXxkQ-JGC9,ED2MTjhM-Cdnp,42,100000,Mortgage,7,K1yd7Mqg-frKN,Education,C,5000,14.26,0,0.05,tOPHXxkQ-JGC9,Y,15
YvJZfWCQ-0t8c,Ltcecb21-Hnp8,tXEyDPvN-xuoN,YvJZfWCQ-0t8c,23,32993,Rent,6,Ltcecb21-Hnp8,Medical,B,4000,11.71,1,0.12,tXEyDPvN-xuoN,N,4
FXo7hB04-CTrr,ojElr39a-mdPn,T43mZ0DJ-d9pK,FXo7hB04-CTrr,29,26004,Mortgage,13,ojElr39a-mdPn,Debtconsolidation,D,4000,14.74,1,0.15,T43mZ0DJ-d9pK,Y,9
BNjyL0RM-gx3w,eBdP60xh-rrfG,fBLCSwbz-aWOK,BNjyL0RM-gx3w,29,114500,Mortgage,13,eBdP60xh-rrfG,Debtconsolidation,E,30000,19.29,1,0.26,fBLCSwbz-aWOK,N,6
2jhcDM5S-lIgH,DfYUZrlI-Iyb5,OpoMeJSS-sOtR,2jhcDM5S-lIgH,43,98600,Mortgage,0,DfYUZrlI-Iyb5,Medical,D,7750,15.31,1,0.07,OpoMeJSS-sOtR,Y,14
9HOh8czu-E15e,eNlIKyHc-aNS6,Z4mIO7Cm-NGhH,9HOh8czu-E15e,32,135000,Mortgage,10,eNlIKyHc-aNS6,Personal,B,10000,10.99,0,0.07,Z4mIO7Cm-NGhH,N,6
tWmfpmhf-5rvW,EJJMCOab-ufLe,UYdd1t0O-8tCX,tWmfpmhf-5rvW,26,75000,Mortgage,9,EJJMCOab-ufLe,Medical,C,4000,12.99,0,0.05,UYdd1t0O-8tCX,Y,2
3UzKdQbt-PeAK,7JZcCkh2-SJFS,EtHgikJc-0dOc,3UzKdQbt-PeAK,27,44004,Rent,4,7JZcCkh2-SJFS,Debtconsolidation,D,10000,NULL,1,0.23,EtHgikJc-0dOc,Y,10
td5aTLfg-fOJA,NBm5PC8M-Sa62,z4Y1EmhR-JW1n,td5aTLfg-fOJA,25,19000,Own,3,NBm5PC8M-Sa62,Debtconsolidation,A,4000,7.4,1,0.21,z4Y1EmhR-JW1n,N,3
qI38NMrm-IuHI,8A8fQinN-Srb7,F3kUSlJM-CbeZ,qI38NMrm-IuHI,NULL,85296,Rent,7,8A8fQinN-Srb7,Debtconsolidation,C,NULL,NULL,0,0.09,F3kUSlJM-CbeZ,N,4
LdIUpSmU-sTWB,hNwgSLGq-QN0f,0Fievoys-fGr6,LdIUpSmU-sTWB,32,53408,Mortgage,8,hNwgSLGq-QN0f,Venture,B,1400,10.99,0,0.03,0Fievoys-fGr6,N,6
vdwzJh5u-IBtb,MUHaCZUH-rZzh,QrZY4z1I-p1Cc,vdwzJh5u-IBtb,25,55000,Mortgage,9,MUHaCZUH-rZzh,Education,B,6300,11.49,0,0.11,QrZY4z1I-p1Cc,N,3
udS00u1H-Bo0q,r8UfcwyW-sQqF,Ft2l3jwo-Sqwz,udS00u1H-Bo0q,23,70000,Rent,2,r8UfcwyW-sQqF,Venture,B,11500,11.86,0,0.16,Ft2l3jwo-Sqwz,N,3
XtFSI7aE-H3BR,GZFW97bw-I7dk,Arvsjrs0-nB3y,XtFSI7aE-H3BR,58,49000,Mortgage,34,GZFW97bw-I7dk,Medical,D,7500,13.55,1,0.15,Arvsjrs0-nB3y,Y,24
QUibYjdI-lqEN,ITxlskoG-FFzb,Zg4kmTIP-Pres,QUibYjdI-lqEN,30,24000,Mortgage,7,ITxlskoG-FFzb,Homeimprovement,A,6000,8.94,0,0.25,Zg4kmTIP-Pres,N,7
FmuZWAJm-ycoI,RlTq8Id1-bPf7,XE6YrA4c-Os1D,FmuZWAJm-ycoI,44,49200,Mortgage,2,RlTq8Id1-bPf7,Venture,D,3600,16.29,0,0.07,XE6YrA4c-Os1D,Y,14
FD75IyKI-m1Xb,0vv3Up6C-RKUr,rFp10hLW-OdGS,FD75IyKI-m1Xb,27,31000,Rent,4,0vv3Up6C-RKUr,Debtconsolidation,A,8000,7.66,1,0.26,rFp10hLW-OdGS,N,8
92O3vk5r-IPRp,gU7MI3nw-qNhB,KwzzbxWO-LO87,92O3vk5r-IPRp,24,95000,Mortgage,0,gU7MI3nw-qNhB,Medical,B,12000,10.36,0,0.13,KwzzbxWO-LO87,N,4
0Ht5Pphd-rhQa,TLhuGF60-BUul,FwF0BG54-JOUj,0Ht5Pphd-rhQa,30,50000,Mortgage,3,TLhuGF60-BUul,Personal,C,6000,NULL,0,0.12,FwF0BG54-JOUj,Y,7
sr3oJJ9J-i3KE,2k7rn9XE-wEw6,dBchjssk-sHbf,sr3oJJ9J-i3KE,24,60000,Mortgage,0,2k7rn9XE-wEw6,Personal,B,15000,11.89,0,0.25,dBchjssk-sHbf,N,2
qi5D6Pk9-G5tu,aampZHW2-ocZj,fJT9TZp1-cd3e,qi5D6Pk9-G5tu,25,72000,Rent,NULL,aampZHW2-ocZj,Debtconsolidation,A,17000,7.88,0,0.24,fJT9TZp1-cd3e,N,3
CGa6lLkQ-0Ejp,hGp0Lybv-ENae,XFLlbXcE-Z3dS,CGa6lLkQ-0Ejp,31,42000,Rent,2,hGp0Lybv-ENae,Debtconsolidation,A,2200,9.63,0,0.05,XFLlbXcE-Z3dS,N,8
bWPBsXTw-7f9K,G7AM3v7T-u9fQ,52hp99TB-YKww,bWPBsXTw-7f9K,26,63000,Mortgage,10,G7AM3v7T-u9fQ,Homeimprovement,B,10000,9.25,0,0.16,52hp99TB-YKww,N,3
G1jqyjhS-I8qq,deOAKz0a-9jbh,u3nhGwv7-9XKg,G1jqyjhS-I8qq,23,80000,Rent,1,deOAKz0a-9jbh,Venture,A,7000,7.14,0,0.09,u3nhGwv7-9XKg,N,2
eUCDF4AD-5Kwi,2Ybli45k-pPG9,ZkXYtnSO-zORB,eUCDF4AD-5Kwi,22,55000,Rent,5,2Ybli45k-pPG9,Education,B,2500,NULL,0,0.05,ZkXYtnSO-zORB,N,4
yzvCCsez-y7Q5,RoSAFM7B-RKrn,Tq2RIhLB-YTmu,yzvCCsez-y7Q5,34,40000,Own,2,RoSAFM7B-RKrn,Education,B,2000,10.74,0,0.05,Tq2RIhLB-YTmu,N,6
APru5grA-6xje,1d7mqddG-aY7m,mcB2aN2i-FEid,APru5grA-6xje,39,30000,Rent,3,1d7mqddG-aY7m,Debtconsolidation,C,2300,14.79,0,0.08,mcB2aN2i-FEid,Y,15
hpDfojk7-nckM,15z5a0S4-RiL0,iNIECS60-NYuQ,hpDfojk7-nckM,27,102500,Mortgage,3,15z5a0S4-RiL0,Homeimprovement,B,8000,10.59,0,0.08,iNIECS60-NYuQ,N,6
0mKpnBxZ-e1Yd,Acygb8nd-gTC5,E84gaYCk-XT1q,0mKpnBxZ-e1Yd,26,55000,Mortgage,10,Acygb8nd-gTC5,Venture,A,12500,8.94,0,0.23,E84gaYCk-XT1q,N,2
MCavxtrR-MvH9,pJSAGhtZ-DelG,XwDMiSKb-lb6i,MCavxtrR-MvH9,24,36708,Rent,2,pJSAGhtZ-DelG,Homeimprovement,D,3000,15.33,1,0.08,XwDMiSKb-lb6i,Y,3
KjlXTNZr-0TKv,x6d5ip6L-8tN5,mkF0AwOe-mlAr,KjlXTNZr-0TKv,45,180000,Mortgage,8,x6d5ip6L-8tN5,Medical,A,10000,5.99,0,0.06,mkF0AwOe-mlAr,N,11
eZoJPkfY-cxWf,C8Fem1iX-RGlw,pMrhufuy-ea7b,eZoJPkfY-cxWf,36,53000,Rent,5,C8Fem1iX-RGlw,Homeimprovement,C,3150,15.27,0,0.06,pMrhufuy-ea7b,N,12
LFrE4Pi7-sMiT,XNJMK9ed-Z6FM,XumABn64-Me98,LFrE4Pi7-sMiT,30,54000,Mortgage,3,XNJMK9ed-Z6FM,Debtconsolidation,C,5000,12.61,1,0.09,XumABn64-Me98,N,9
LhK45Qdz-CZZl,07BWcAZh-AwmZ,F0HKPUm8-RtrW,LhK45Qdz-CZZl,21,35000,Rent,0,07BWcAZh-AwmZ,Personal,F,8000,19.79,1,0.23,F0HKPUm8-RtrW,Y,4
USbOQTfS-OZGi,Wo8mL5gR-TyYy,ysM8CEW3-KEsh,USbOQTfS-OZGi,33,109000,Mortgage,4,Wo8mL5gR-TyYy,Personal,C,18400,12.41,0,0.17,ysM8CEW3-KEsh,Y,8
GUFWeKQJ-jhFr,qSa1ea9p-wEe9,cH2rQ4S5-Biom,GUFWeKQJ-jhFr,29,30000,Mortgage,3,qSa1ea9p-wEe9,Venture,A,6000,5.79,0,0.2,cH2rQ4S5-Biom,N,8
JmMpbIz1-jGgX,8jCxWKfd-XsGO,Mzt3WEe5-Yl0K,JmMpbIz1-jGgX,23,50000,Rent,7,8jCxWKfd-XsGO,Personal,A,15000,7.88,0,0.3,Mzt3WEe5-Yl0K,N,4
lrpW7G36-PcOf,IRXE81ds-QXiL,BCGt8mwj-SuIj,lrpW7G36-PcOf,25,77000,Mortgage,8,IRXE81ds-QXiL,Homeimprovement,A,9000,6.03,0,0.12,BCGt8mwj-SuIj,N,3
SFQ4hYkm-GYou,TAhdM8I6-QF24,SpFu9n5q-nXka,SFQ4hYkm-GYou,22,80750,Mortgage,1,TAhdM8I6-QF24,Medical,D,24000,15.99,1,0.25,SpFu9n5q-nXka,N,4
tMeEcsh5-IOuv,pZUBhxDU-t5QE,FR83fUcl-Ehfi,tMeEcsh5-IOuv,28,225000,Mortgage,12,pZUBhxDU-t5QE,Personal,A,20000,7.88,0,0.09,FR83fUcl-Ehfi,N,9
SFDTMRuG-pzkZ,rI1CWiKm-OFHS,9F5lLAcp-Hr4m,SFDTMRuG-pzkZ,23,45000,,2,rI1CWiKm-OFHS,Personal,,2200,8.49,0,0.06,9F5lLAcp-Hr4m,N,3
c96pe9Be-UiWp,HvA03zI6-0s8S,QH8FZyvz-tLHY,c96pe9Be-UiWp,30,12500,Rent,0,HvA03zI6-0s8S,Personal,D,2100,12.49,1,0.17,QH8FZyvz-tLHY,Y,7
MxOipTAE-F3kP,gM0vvA4l-kCFE,M1AINDZX-yLeo,MxOipTAE-F3kP,24,110000,Own,8,gM0vvA4l-kCFE,Venture,C,16000,12.73,0,0.15,M1AINDZX-yLeo,N,4
2q2N0nqs-IMA5,uB1XMyNM-tMcY,JuicOknm-xJQ5,2q2N0nqs-IMA5,35,84996,Rent,12,uB1XMyNM-tMcY,Personal,A,17000,7.88,0,0.2,JuicOknm-xJQ5,N,6
Y9346dEw-rRWu,slfuGcsX-FPW2,hHsBNYcn-8rD2,Y9346dEw-rRWu,28,50176,Rent,3,slfuGcsX-FPW2,Medical,B,5000,10.59,0,0.1,hHsBNYcn-8rD2,N,9
PeOItWmQ-bSsg,QEHsF7JS-uQ3F,IHHm3lwC-f0p6,PeOItWmQ-bSsg,22,74000,Mortgage,6,QEHsF7JS-uQ3F,Education,B,9000,NULL,0,0.12,IHHm3lwC-f0p6,N,2
6wI10pJi-ToNL,wxjaMe9a-LSoI,rHfYqQyS-8cn2,6wI10pJi-ToNL,39,150000,Mortgage,9,wxjaMe9a-LSoI,Medical,A,30000,8.9,0,0.2,rHfYqQyS-8cn2,N,11
LPyaCwQZ-G18e,HTWnax9c-czCu,O4osxmGp-EBog,LPyaCwQZ-G18e,28,66000,Rent,9,HTWnax9c-czCu,Venture,A,10000,7.9,0,0.15,O4osxmGp-EBog,N,9
0AwPRvZO-J1jg,SQzZHBCF-LeoY,2YnjNz0f-hJIM,0AwPRvZO-J1jg,36,122000,Rent,2,SQzZHBCF-LeoY,Homeimprovement,A,15000,NULL,0,0.12,2YnjNz0f-hJIM,N,17
fyjIH75q-Opz6,sioi5gJg-kz7A,NMvRbjbc-2qfW,fyjIH75q-Opz6,43,43000,Mortgage,5,sioi5gJg-kz7A,Personal,B,15000,8.88,0,0.35,NMvRbjbc-2qfW,N,15
9HBLzxdF-NnYW,OpCqlccn-btpL,z0tyFWJQ-eEWY,9HBLzxdF-NnYW,22,60000,Rent,0,OpCqlccn-btpL,Education,C,14000,12.73,0,0.23,z0tyFWJQ-eEWY,N,2
DRQkBvwD-UHEP,4Dlfc8RJ-k9Nw,asGomcly-45LK,DRQkBvwD-UHEP,34,52809,Rent,18,4Dlfc8RJ-k9Nw,Debtconsolidation,B,13000,10.62,0,0.25,asGomcly-45LK,N,8
kuPWUrlb-x5Ep,zECRgyou-Hdvi,2pENtcn2-BErt,kuPWUrlb-x5Ep,30,200000,Own,14,zECRgyou-Hdvi,Venture,A,16000,NULL,0,0.08,2pENtcn2-BErt,N,5
nzYP945B-b0lf,dxvuKkQN-O457,PbhzEIvl-MtGG,nzYP945B-b0lf,30,16500,Rent,0,dxvuKkQN-O457,Venture,C,4000,14.22,1,0.24,PbhzEIvl-MtGG,Y,7
OAhaPyXE-yjSC,2Zi4ufhx-BEdT,v7weND6J-DCht,OAhaPyXE-yjSC,21,35364,Rent,3,2Zi4ufhx-BEdT,Venture,B,10000,NULL,0,0.28,v7weND6J-DCht,N,4
cgZ036HK-DMmd,kTtLzoIa-LEMK,ztky2pIp-WGZ1,cgZ036HK-DMmd,24,95000,Mortgage,7,kTtLzoIa-LEMK,Debtconsolidation,B,15000,12.69,0,0.16,ztky2pIp-WGZ1,N,3
tUBDe7b6-MHOA,PLFKpIh0-opn3,3rihDhFp-IedS,tUBDe7b6-MHOA,26,15000,Rent,8,PLFKpIh0-opn3,Medical,B,3200,12.21,1,0.21,3rihDhFp-IedS,N,2
eOUNOrub-giRa,muJ3CJo5-PI8N,C40xlgkL-3agB,eOUNOrub-giRa,27,82600,Rent,4,muJ3CJo5-PI8N,Medical,B,10800,9.76,0,0.13,C40xlgkL-3agB,N,8
pl6QXGHE-SBhi,wALBmOeZ-zrte,9K2n4BPU-Wj7u,pl6QXGHE-SBhi,46,60000,Mortgage,7,wALBmOeZ-zrte,Personal,A,3600,6.99,0,0.06,9K2n4BPU-Wj7u,N,13
KeTYJo2I-HtsT,ikTL2A3B-WofG,vBsrdzNI-eQdO,KeTYJo2I-HtsT,23,24000,Rent,7,ikTL2A3B-WofG,Venture,C,5550,12.53,0,0.23,vBsrdzNI-eQdO,Y,4
HWccdzPG-RhFz,Whs0h9KE-0t3r,QU18nYMs-hd6I,HWccdzPG-RhFz,65,57996,Rent,4,Whs0h9KE-0t3r,Education,D,3000,NULL,0,0.05,QU18nYMs-hd6I,N,27
jYUHSffh-YBTl,zSB4jK3m-FBI7,bojXmzp0-7woD,jYUHSffh-YBTl,21,40000,Own,1,zSB4jK3m-FBI7,Personal,C,15000,13.16,0,0.38,bojXmzp0-7woD,Y,4
Cgiz5JTc-oCDD,nxD2vNix-P4Pm,WApNTEbA-j2Dt,Cgiz5JTc-oCDD,22,30000,Rent,1,nxD2vNix-P4Pm,Personal,B,9375,11.71,1,0.31,WApNTEbA-j2Dt,N,2
EdfGXKdB-cjIb,YU9AS1Wy-gpNk,db4uaCUU-X2eT,EdfGXKdB-cjIb,23,28000,Rent,0,YU9AS1Wy-gpNk,Education,A,6000,9.63,0,0.21,db4uaCUU-X2eT,N,4
9vje8AYM-XHYW,4XSsQyME-Jvdd,sve6Mr9I-tFfz,9vje8AYM-XHYW,24,57431,Mortgage,8,4XSsQyME-Jvdd,Personal,A,4000,6.76,0,0.07,sve6Mr9I-tFfz,N,3
Zkguxfz3-wUGs,KsiIls7t-ff0M,Ih5QoxUl-HCLh,Zkguxfz3-wUGs,27,115000,Mortgage,0,KsiIls7t-ff0M,Education,A,12000,7.29,0,0.1,Ih5QoxUl-HCLh,N,6
DR5NQPMg-nzbc,QUs29nZl-YdIv,wFPvQrMb-CDsa,DR5NQPMg-nzbc,36,80000,Mortgage,3,QUs29nZl-YdIv,Venture,B,12025,10.65,0,0.15,wFPvQrMb-CDsa,N,16
zUokYYqJ-fcGq,wlwlw5Ch-4o6h,ho4QE5oW-O7Am,zUokYYqJ-fcGq,33,250000,Rent,0,wlwlw5Ch-4o6h,Medical,A,35000,7.29,0,0.14,ho4QE5oW-O7Am,N,7
Pthz1hEJ-wnDR,FZDZoMSH-O74n,GGwxak8h-clj7,Pthz1hEJ-wnDR,26,49000,Mortgage,10,FZDZoMSH-O74n,Education,A,14000,7.88,0,0.29,GGwxak8h-clj7,N,2
USth97Yt-UqfX,ywvPXts0-a4NO,8x0lYUS4-iClr,USth97Yt-UqfX,35,48000,Rent,6,ywvPXts0-a4NO,Medical,A,17000,7.88,1,0.35,8x0lYUS4-iClr,N,6
dRzH8lJ5-U3ez,g9eZXNpQ-6xio,H8ce5Ohh-ayqX,dRzH8lJ5-U3ez,29,95000,Rent,0,g9eZXNpQ-6xio,Venture,B,6000,11.49,0,0.06,H8ce5Ohh-ayqX,N,7
Dre24rlk-pkXG,uhzzSJDR-qflN,qJ2bPDry-MWh1,Dre24rlk-pkXG,36,27000,Own,4,uhzzSJDR-qflN,Homeimprovement,A,6000,7.14,0,0.22,qJ2bPDry-MWh1,N,15
0fm3ohOU-3NlO,4TnJ9lnb-pRbp,x3xbMeq3-UwlQ,0fm3ohOU-3NlO,24,61000,Rent,8,4TnJ9lnb-pRbp,Personal,B,11200,9.99,0,0.18,x3xbMeq3-UwlQ,N,3
GgurPDiT-sfGK,MPO9MQkx-YPki,4UZUCuAJ-jnOx,GgurPDiT-sfGK,24,48442,Mortgage,8,MPO9MQkx-YPki,Debtconsolidation,D,9800,15.7,1,0.2,4UZUCuAJ-jnOx,N,2
K5voy6c2-5m7Q,5X8RyaPE-dzEB,uw22tyFJ-i4qS,K5voy6c2-5m7Q,25,30000,Rent,4,5X8RyaPE-dzEB,Medical,B,5000,11.86,0,0.17,uw22tyFJ-i4qS,N,4
LCJCzeNW-ZbsF,dUTIx33l-47qa,jwJCmrS7-K303,LCJCzeNW-ZbsF,23,60000,Mortgage,6,dUTIx33l-47qa,Education,C,25600,NULL,0,0.43,jwJCmrS7-K303,N,4
cIzUaFEI-YJ8L,SEmtucbZ-dnlE,OMNU0b1u-ul8Q,cIzUaFEI-YJ8L,23,55000,Rent,5,SEmtucbZ-dnlE,Debtconsolidation,B,20000,12.53,1,0.36,OMNU0b1u-ul8Q,N,2
iRhkE1Em-oNdH,TMkQfSPg-01hH,YZzyUqpe-bSuz,iRhkE1Em-oNdH,24,69000,Rent,1,TMkQfSPg-01hH,Venture,B,5600,9.99,0,0.08,YZzyUqpe-bSuz,N,3
j6Jtq4Kl-crSn,nLqbh7qc-reMA,trfIDZrK-nJCb,j6Jtq4Kl-crSn,32,19200,Rent,0,nLqbh7qc-reMA,Education,B,5000,9.99,1,0.26,trfIDZrK-nJCb,N,9
AHmstrcj-a3sc,6po9H24M-Dyyb,MS5Y53GD-opQC,AHmstrcj-a3sc,25,22800,Rent,NULL,6po9H24M-Dyyb,Medical,B,6000,NULL,0,0.26,MS5Y53GD-opQC,N,3
3KHaqTnt-yRXA,wUpOjRaw-sGRq,ILxGEAg3-xPCZ,3KHaqTnt-yRXA,24,70000,Rent,4,wUpOjRaw-sGRq,Education,C,14400,12.68,0,0.21,ILxGEAg3-xPCZ,Y,4
WE4rCC4b-WY8X,MGpcuL2E-UyXp,5T1Bkx5L-dGXR,WE4rCC4b-WY8X,23,80000,Mortgage,NULL,MGpcuL2E-UyXp,Personal,A,3000,5.99,0,0.04,5T1Bkx5L-dGXR,N,3
wOkFuH8o-uaYx,d9Rlw742-Wqi7,mKGhSEoJ-E8K6,wOkFuH8o-uaYx,23,33000,Rent,5,d9Rlw742-Wqi7,Venture,D,4800,14.54,0,0.15,mKGhSEoJ-E8K6,N,4
TLaWn3sg-Gp5d,HPxrM9lL-3dKt,alHB7Yzz-UvDK,TLaWn3sg-Gp5d,23,55000,Mortgage,5,HPxrM9lL-3dKt,Education,A,15000,6.17,0,0.27,alHB7Yzz-UvDK,N,3
eNDdYiw5-wgXE,aRTc7q26-ugXe,54BjPciD-CAiR,eNDdYiw5-wgXE,31,32904,Mortgage,15,aRTc7q26-ugXe,Venture,C,3000,NULL,0,0.09,54BjPciD-CAiR,N,5
xv7DIa0z-KDeO,2AYNId0j-A9xa,KdZcQlQB-o3en,xv7DIa0z-KDeO,29,64000,Rent,13,2AYNId0j-A9xa,Personal,C,4900,NULL,0,0.08,KdZcQlQB-o3en,Y,10
dQcCrZ4p-auNR,o1U9kjaW-8zuE,ce9atjSk-FiQz,dQcCrZ4p-auNR,21,42000,Rent,0,o1U9kjaW-8zuE,Debtconsolidation,B,10400,11.49,0,0.25,ce9atjSk-FiQz,N,4
AYU0LCx0-ptNC,fwvKEIA0-FwaK,qUwuENvb-d6OC,AYU0LCx0-ptNC,24,112000,Rent,8,fwvKEIA0-FwaK,Homeimprovement,A,6400,6.62,0,0.06,qUwuENvb-d6OC,N,2
5SbLK7HT-7OOW,UeCMMNJE-7B2N,HaJ4Rc60-mAk2,5SbLK7HT-7OOW,25,24996,Rent,3,UeCMMNJE-7B2N,Education,C,7500,12.98,0,0.3,HaJ4Rc60-mAk2,Y,3
QjHemRlp-o68u,q383rHmi-FSrd,vMqUKLNm-stty,QjHemRlp-o68u,26,48996,Rent,5,q383rHmi-FSrd,Education,A,5000,7.88,0,0.1,vMqUKLNm-stty,N,3
UFPM6nEO-9Nio,YBGZjkvs-2ClA,yIAbgb5B-Mtmx,UFPM6nEO-9Nio,23,80000,Mortgage,7,YBGZjkvs-2ClA,Education,B,10000,NULL,0,0.13,yIAbgb5B-Mtmx,N,2
3RnI6l62-M0T5,Rk5lxfOB-bgRl,PeYsDsk4-fAOX,3RnI6l62-M0T5,28,25200,Rent,2,Rk5lxfOB-bgRl,Education,B,3700,9.62,0,0.15,PeYsDsk4-fAOX,N,8
pAuqJzM0-0pIl,5zhhlgEZ-jDrp,ZpQkkEgF-fsyf,pAuqJzM0-0pIl,26,39000,Rent,1,5zhhlgEZ-jDrp,Venture,D,15000,16.07,1,0.38,ZpQkkEgF-fsyf,Y,4
bkDJAYB9-hBtS,L8doEqSe-ADQz,3kXp38hT-aIrH,bkDJAYB9-hBtS,32,61900,Rent,4,L8doEqSe-ADQz,Homeimprovement,C,1500,13.23,0,0.02,3kXp38hT-aIrH,Y,7
l7TW9gXn-boaJ,5Y7Pn42N-XXkC,EsxgnWSi-BIYC,l7TW9gXn-boaJ,28,87000,Rent,7,5Y7Pn42N-XXkC,Venture,B,6400,10.39,0,0.07,EsxgnWSi-BIYC,N,6
gHLimegB-5x2v,RddQfEIm-kiQI,XeI77MYL-zfLk,gHLimegB-5x2v,35,72000,Mortgage,4,RddQfEIm-kiQI,Medical,B,15000,10.59,0,0.21,XeI77MYL-zfLk,N,6
iqqZDXtE-e6R0,1HxW5B5f-gjz5,rHoQan5I-xlrz,iqqZDXtE-e6R0,29,40000,Rent,1,1HxW5B5f-gjz5,Education,A,3600,8.59,0,0.09,rHoQan5I-xlrz,N,8
1YHsXohP-xYOS,D6KZDMfG-3usL,ULQbRI1r-YsXX,1YHsXohP-xYOS,29,70000,Mortgage,13,D6KZDMfG-3usL,Medical,A,10000,6.99,0,0.14,ULQbRI1r-YsXX,N,5
OS1i9i90-wMCM,o1t0l6ik-vcaC,DERPHTh9-nqpp,OS1i9i90-wMCM,23,100000,Mortgage,7,o1t0l6ik-vcaC,Education,A,15000,7.88,0,0.15,DERPHTh9-nqpp,N,4
ZXDaEPl9-5nH2,W9vp1ifB-zyr0,293REHN8-sorS,ZXDaEPl9-5nH2,25,54900,Mortgage,2,W9vp1ifB-zyr0,Homeimprovement,B,3000,10.99,0,0.05,293REHN8-sorS,N,2
K548D8Ov-Act9,ujlGjEKK-REja,dUcbqUcZ-F9tA,K548D8Ov-Act9,30,38126,Rent,1,ujlGjEKK-REja,Venture,A,11000,7.51,0,0.29,dUcbqUcZ-F9tA,N,8
